OBJECTID *,Shape *,ID,Region,County,Type,School.Name,City,Grade.Range,Total.Students,Percent.Immunized,county_norm,school_key,full_address,latitude,longitude,_merge
279,Point,279,Upstate,Oconee,Private,Foothills Christian School,Westmnster,'1-12,94,0.521,oconee,foothills christian school,"126 ROBIN RD, WESTMINSTER, SC 29693",34.660697,-83.074567,both
280,Point,280,Upstate,Oconee,Private,Foothills Christian School,Westmnster,'1-12,94,0.521,oconee,foothills christian school,"126 ROBIN RD, WESTMINSTER, SC 29693",34.660697,-83.074567,both
281,Point,281,Upstate,Oconee,Private,Oconee Christian Academy,Seneca,'K5 - 12,125,0.8,oconee,oconee christian academy,"150 HIS WAY CIR, SENECA, SC 29672",34.722103,-82.995656,both
282,Point,282,Upstate,Oconee,Public,Tamassee-Salem Elementary,Tamassee,'PreK - 5th,198,0.904,oconee,tamassee-salem elementary,"9950 North Highway 11, Tamassee, SC 29686",34.885966,-83.015695,both
283,Point,283,Upstate,Oconee,Public,Keowee Elementary,Seneca,'K4-5th,291,0.945,oconee,keowee elementary,"7051 Keowee School Road, Seneca, SC 29672",34.787732,-82.960469,both
284,Point,284,Upstate,Oconee,Public,Orchard Park Elementary,Westminster,'3k-5th,311,0.929,oconee,orchard park elementary,"600 Toccoa Highway, Westminster, SC 29693",34.670113,-83.113764,both
285,Point,285,Upstate,Oconee,Public,Westminster Elementary,Westminster,'preK - 5th,369,0.973,oconee,westminster elementary,"206 Hamilton Street, Westminster, SC 29693",34.677036,-83.085202,both
286,Point,286,Upstate,Oconee,Public,Blue Ridge Elementary,Seneca,'PIP - 5,462,0.972,oconee,blue ridge elementary,"995 South Oak Street, Seneca, SC 29678",34.669581,-82.955378,both
287,Point,287,Upstate,Oconee,Public,James M. Brown Elementary,Walhalla,'PK-5,464,0.909,oconee,james m. brown elementary,"225 Coffee Road, Walhalla, SC 29691",34.762552,-83.082364,both
288,Point,288,Upstate,Oconee,Public,Ravenel Elementary,Seneca,'PreK-5th grade,529,0.957,oconee,ravenel elementary,"150 Ravenel School Road, Seneca, SC 29678",34.685189,-82.895724,both
289,Point,289,Upstate,Oconee,Public,Fair-Oak Elementary,Westminster,'PIP-5th grade,567,0.94,oconee,fair-oak elementary,"1964 Oakway Road, Westminster, SC 29693",34.579546,-83.021462,both
290,Point,290,Upstate,Oconee,Public,Northside Elementary,Seneca,'PIP-5th,589,0.927,oconee,northside elementary,"710 North Townville Street, Seneca, SC 29678",34.694757,-82.956536,both
291,Point,291,Upstate,Oconee,Public,Walhalla Elementary,West Union,'K3 - 5th,597,0.941,oconee,walhalla elementary,"508 Fowler Road, West Union, SC 29696",34.77812,-83.032176,both
292,Point,292,Upstate,Oconee,Public,West Oak Middle,Westminster,"'6, 7, 8",676,0.954,oconee,west oak middle,"501 Westminster Highway, Westminster, SC 29693",34.677339,-83.091024,both
293,Point,293,Upstate,Oconee,Public,West-Oak High,Westminster,'9-12,754,0.942,oconee,west-oak high,"130 Warrior Lane, Westminster, SC 29693",34.620998,-83.052625,both
294,Point,294,Upstate,Oconee,Public,Walhalla Middle,Walhalla,'6-8,782,0.958,oconee,walhalla middle,"177 Razorback Lane, Walhalla, SC 29691",34.783541,-83.0564,both
295,Point,295,Upstate,Oconee,Public,Seneca High,Seneca,'9-12,1022,0.967,oconee,seneca high,"100 Bobcat Ridge, Seneca, SC 29678",34.675244,-82.9884,both
296,Point,296,Upstate,Oconee,Public,Walhalla High,Walhalla,'9-12,1100,0.961,oconee,walhalla high,"4701 North Highway 11, Walhalla, SC 29691",34.816726,-83.040434,both
297,Point,297,Upstate,Pickens,Private,Clemson Montessori,Clemson,'5k-6,56,0.804,pickens,clemson montessori,"207 Pendleton Rd, Clemson, SC 29631",34.673357,-82.811938,left_only
298,Point,298,Upstate,Pickens,Private,Missionary Christian School,Pickens,'K-12,59,0.949,pickens,missionary christian school,"979 JOHN ST, PICKENS, SC 29671",34.875513,-82.695461,both
299,Point,299,Upstate,Pickens,Private,Lakeview Christian School,Pickens,'K5-8th,72,0.847,pickens,lakeview christian school,"107 MAULDIN LAKE RD, PICKENS, SC 29671",34.864644,-82.708867,both
300,Point,300,Upstate,Pickens,Public,Summit Academy,Pickens,'6-8,122,0.795,pickens,summit academy,"698 Concord Church Rd, Pickens, SC 29671",34.882205,-82.761354,left_only
301,Point,301,Upstate,Pickens,Private,Easley Christian School,Easley,'K3 - 12,163,0.675,pickens,easley christian school,"461 SACO LOWELL RD, EASLEY, SC 29640",34.83016,-82.566511,both
302,Point,302,Upstate,Pickens,Public,Youth Leadership Academy,Pickens,'6-8,301,0.89,pickens,youth leadership academy,"698 Concord Church Road, Pickens, SC 29671",34.882218,-82.761319,both
303,Point,303,Upstate,Pickens,Public,Ambler Elementary,Pickens,'K5-5th,307,0.902,pickens,ambler elementary,"838 Ambler School Road, Pickens, SC 29671",34.957231,-82.664866,both
304,Point,304,Upstate,Greenville,Public,Slater Marietta Elementary,Marietta,'K4-5,340,0.924,pickens,slater marietta elementary,"100 Baker Cir, Marietta, SC 29661",35.022355,-82.496705,left_only
305,Point,305,Upstate,Pickens,Public,Pickens Middle,Pickens,'6-8,385,0.966,pickens,pickens middle,"140 Torch Lane, Pickens, SC 29671",34.887326,-82.703564,both
306,Point,306,Upstate,Pickens,Public,Dacusville Middle,Easley,'6-8,398,0.955,pickens,dacusville middle,"899 Thomas Mill Road, Easley, SC 29640",34.91508,-82.539396,both
307,Point,307,Upstate,Pickens,Public,Pickens Elementary,Pickens,'K4-5,414,0.944,pickens,pickens elementary,"567 Hampton Avenue, Pickens, SC 29671",34.874683,-82.699757,both
308,Point,308,Upstate,Pickens,Public,Liberty Middle,Liberty,'6-8,435,0.949,pickens,liberty middle,"125 Falcon Lane, Liberty, SC 29657",34.78794,-82.71026,both
309,Point,309,Upstate,Pickens,Public,Liberty Elementary,Liberty,'3rd - 5th,454,0.947,pickens,liberty elementary,"251 North Hillcrest Street, Liberty, SC 29657",34.78942,-82.702685,both
310,Point,310,Upstate,Pickens,Public,Liberty Primary School,Liberty,'K4-3rd,470,0.928,pickens,liberty primary school,"940 Chastain Rd, Liberty, SC 29657",34.745792,-82.719273,left_only
311,Point,311,Upstate,Pickens,Public,Central Academy of the Arts,Central,'K-5,471,0.928,pickens,central academy of the arts,"608 Johnson Road, Central, SC 29630",34.736256,-82.775737,both
312,Point,312,Upstate,Pickens,Public,McKissick Academy of Science & Technology,Easley,'K4-5,477,0.945,pickens,mckissick academy of science & technology,"156 McKissick Rd, Easley, SC 29640",34.849176,-82.610174,left_only
313,Point,313,Upstate,Pickens,Public,Six Mile Elementary,Six Mile,'K4-5th grade,483,0.934,pickens,six mile elementary,"777 North Main Street, Six Mile, SC 29682",34.820608,-82.810805,both
314,Point,314,Upstate,Pickens,Public,Hagood Elementary,Pickens,'K4-5th,516,0.95,pickens,hagood elementary,"435 Sparks Lane, Pickens, SC 29671",34.897623,-82.70486,both
315,Point,315,Upstate,Pickens,Public,Crosswell Elementary,Easley,'K4-5th,523,0.92,pickens,crosswell elementary,"161 School Road, Easley, SC 29640",34.850052,-82.526394,both
316,Point,316,Upstate,Pickens,Public,Dacusville Elementary,Easley,'4k-5th,530,0.932,pickens,dacusville elementary,"200 Cherokee Trail, Easley, SC 29640",34.912726,-82.543818,both
317,Point,317,Upstate,Pickens,Public,R. C. Edwards Middle,Central,'6-8,539,0.95,pickens,r. c. edwards middle,"1157 Madden Bridge Road, Central, SC 29630",34.73069,-82.818228,both
318,Point,318,Upstate,Pickens,Public,East End Elementary,Easley,'K4- 5th grade,559,0.93,pickens,east end elementary,"505 East Second Avenue, Easley, SC 29640",34.828276,-82.594843,both
319,Point,319,Upstate,Pickens,Public,West End Elementary,Easley,'K4-5th,635,0.939,pickens,west end elementary,"314 Pelzer Highway, Easley, SC 29642",34.806458,-82.602914,both
320,Point,320,Upstate,Pickens,Public,Liberty High,Liberty,'9-12,658,0.954,pickens,liberty high,"124 Red Devil Drive, Liberty, SC 29657",34.766005,-82.703473,both
321,Point,321,Upstate,Pickens,Public,Forest Acres Elementary,Easley,'K-5,689,0.922,pickens,forest acres elementary,"401 McAlister Road, Easley, SC 29642",34.815461,-82.573537,both
322,Point,322,Upstate,Pickens,Public,Clemson Elementary,Clemson,'5k-5th grade,765,0.953,pickens,clemson elementary,"581 Berkeley Drive, Clemson, SC 29631",34.688733,-82.797137,both
323,Point,323,Upstate,Pickens,Public,Richard H. Gettys Middle,Easley,'6-8,1080,0.961,pickens,richard h. gettys middle,"510 South Pendleton Street, Easley, SC 29640",34.824781,-82.602454,both
324,Point,324,Upstate,Pickens,Public,Pickens High,Pickens,'9-12,1194,0.957,pickens,pickens high,"150 Blue Flame Drive, Pickens, SC 29671",34.906272,-82.716288,both
325,Point,325,Upstate,Pickens,Public,D. W. Daniel High,Central,'9th-12th,1219,0.949,pickens,d. w. daniel high,"140 Blue and Gold Boulevard, Central, SC 29630",34.738073,-82.833436,both
326,Point,326,Upstate,Pickens,Public,Easley High,Easley,'9-12,1808,0.962,pickens,easley high,"154 Green Wave Boulevard, Easley, SC 29642",34.789607,-82.582452,both
327,Point,327,Upstate,Spartanburg,Private,Legacy Christian School,Spartanburg,'K-1,11,0.909,spartanburg,legacy christian school,"150 KENSINGTON DR, SPARTANBURG, SC 29301",34.921812,-81.964229,both
328,Point,328,Upstate,Spartanburg,Private,UMC of the Covenant Child Development Center,Boiling Springs,'1K - 5K,15,0.8,spartanburg,umc of the covenant child development center,"9020 ASHEVILLE HWY, SPARTANBURG, SC 29316",35.01424,-82.017421,both
329,Point,329,Upstate,Spartanburg,Public,SC School for the Blind Elem/Middle,Spartanburg,'pre- k thru 8th,20,0.95,spartanburg,sc school for the blind elem/middle,"355 Cedar Springs Road, Spartanburg, SC 29302",34.911561,-81.882361,left_only
330,Point,330,Upstate,Spartanburg,Private,Montessori Academy - Spartanburg,Spartanburg,'8 weeks to 6th g,24,0.917,spartanburg,montessori academy - spartanburg,"384 S SPRING ST, SPARTANBURG, SC 29306",34.94183,-81.930781,left_only
331,Point,331,Upstate,Spartanburg,Public,SC School for the Blind High,Spartanburg,'PreK-8th,26,0.923,spartanburg,sc school for the blind high,"355 Cedar Springs Road, Spartanburg, SC 29302",34.911561,-81.882361,both
332,Point,332,Upstate,Spartanburg,Private,St. Paul United Methodist Preschool,Sparanburg,'infant -5th grade,26,1,spartanburg,st. paul united methodist preschool,"1320 Fernwood Glendale Rd, Spartanburg, SC 29307",34.964388,-81.883816,left_only
333,Point,333,Upstate,Spartanburg,Public,SC School for the Deaf High,Spartanburg,'9-12,33,0.758,spartanburg,sc school for the deaf high,"355 Cedar Spring Road, Spartanburg, SC 29302",34.911561,-81.882361,both
334,Point,334,Upstate,Spartanburg,Private,St. Paul the Apostle Catholic School,Spartanburg,'K4 - 5th,36,1,spartanburg,st. paul the apostle catholic school,"152 Alabama St, Spartanburg, SC 29302",34.952633,-81.925715,left_only
335,Point,335,Upstate,Spartanburg,Public,Cedar Springs Academy,Spartanburg,'pre-k -12th,38,0.921,spartanburg,cedar springs academy,"355 Cedar Springs Road, Spartanburg, SC 29302",34.911561,-81.882361,both
336,Point,336,Upstate,Spartanburg,Public,SC School for the Deaf Elem/Middle,Spartanburg,'pre-k thru 8th,50,0.84,spartanburg,sc school for the deaf elem/middle,"355 Cedar Springs Road, Spartanburg, SC 29302",34.911561,-81.882361,left_only
337,Point,337,Upstate,Spartanburg,Private,Eddlemon Adventist School,Spartanburg,'K-8,55,0.782,spartanburg,eddlemon adventist school,"1217 JOHN B. WHITE, SR. BLVD, SPARTANBURG, SC 29306",34.927542,-81.964544,left_only
338,Point,338,Upstate,Spartanburg,Private,Mountain View Christian Academy,Cowpens,'K4-12th,153,0.817,spartanburg,mountain view christian academy,"650 BATTLEGROUND RD, COWPENS, SC 29330",35.046285,-81.815331,both
339,Point,339,Upstate,Spartanburg,Public,Meeting Street Academy - Spartanburg,Spartanburg,'Pk-5th,216,0.995,spartanburg,meeting street academy - spartanburg,"201 East Broad Street Suite 110, Spartanburg, SC 29306",34.949001,-81.928191,left_only
340,Point,340,Upstate,Spartanburg,Public,Landrum Middle,Landrum,'6-7,218,0.894,spartanburg,landrum middle,"104 Redland Road, Landrum, SC 29356",35.176308,-82.172466,both
341,Point,341,Upstate,Spartanburg,Private,Westgate Christian School,Spartanburg,'K2-12th grade,310,0.468,spartanburg,westgate christian school,"1990 Old Reidville Rd, Spartanburg, SC 29301",34.925728,-81.995158,left_only
342,Point,342,Upstate,Spartanburg,Public,Cooley Springs-Fingerville Elementary,Chesnee,'4K-5th,314,0.771,spartanburg,cooley springs-fingerville elementary,"140 Cooley Springs School Road, Chesnee, SC 29323",35.150424,-81.975829,both
343,Point,343,Upstate,Spartanburg,Public,Mayo Elementary,Mayo,'4K-5th,314,0.895,spartanburg,mayo elementary,"1300 Springdale Road, Mayo, SC 29368",35.086495,-81.855244,both
344,Point,344,Upstate,Spartanburg,Public,Cannons Elementary,Spartanburg,'4k-5th grade,339,0.947,spartanburg,cannons elementary,"1315 Old Converse Road, Spartanburg, SC 29307",35.011269,-81.863283,both
345,Point,345,Upstate,Spartanburg,Public,Fairforest Middle,Spartanburg,'6-8,341,0.903,spartanburg,fairforest middle,"150 Lincoln School Road, Spartanburg, SC 29301",34.94998,-82.013161,both
346,Point,346,Upstate,Spartanburg,Private,Oakbrook Preparatory Schools,Spartanburg,'K3-12,360,0.892,spartanburg,oakbrook preparatory schools,"190 LINCOLN SCHOOL RD, SPARTANBURG, SC 29301",34.945164,-82.015191,left_only
347,Point,347,Upstate,Spartanburg,Public,Lone Oak Elementary,Spartanburg,'5K - 5,363,0.956,spartanburg,lone oak elementary,"7314 Lone Oak Road, Spartanburg, SC 29303",34.989009,-81.971855,both
348,Point,348,Upstate,Spartanburg,Public,Inman Intermediate,Inman,"'4,5,6",365,0.827,spartanburg,inman intermediate,"10 West Miller Street, Inman, SC 29349",35.05183,-82.09822,both
349,Point,349,Upstate,Spartanburg,Public,Jesse S. Bobo Elementary,Spartanburg,'K5-5th,367,0.937,spartanburg,jesse s. bobo elementary,"495 Powell Mill Road, Spartanburg, SC 29301",34.947711,-81.980941,both
350,Point,350,Upstate,Spartanburg,Public,New Prospect Elementary,Inman,'K4-6,391,0.818,spartanburg,new prospect elementary,"9251 Highway 9, Inman, SC 29349",35.128084,-82.045766,both
351,Point,351,Upstate,Spartanburg,Public,Mary H. Wright Elementary,Spartanburg,'3K-5th,392,0.969,spartanburg,mary h. wright elementary,"457 South Church Street, Spartanburg, SC 29306",34.938355,-81.926274,both
352,Point,352,Upstate,Spartanburg,Public,Woodland Heights Elementary,Spartanburg,'K-5,393,0.939,spartanburg,woodland heights elementary,"1216 John B. White Sr. Boulevard, Spartanburg, SC 29306",34.930051,-81.964095,both
353,Point,353,Upstate,Spartanburg,Public,Cowpens Elementary,Cowpens,'3k-5th grade,394,0.957,spartanburg,cowpens elementary,"341 Foster Street, Cowpens, SC 29330",35.026459,-81.818469,both
354,Point,354,Upstate,Spartanburg,Public,Arcadia Elementary,Spartanburg,'5k-5th,395,0.957,spartanburg,arcadia elementary,"375 Spring Street, Spartanburg, SC 29301",34.964365,-81.991016,both
355,Point,355,Upstate,Spartanburg,Public,Spartanburg Preparatory School,Spartanburg,'K4-8th,400,0.938,spartanburg,spartanburg preparatory school,"385 South Spring Street, Spartanburg, SC 29306",34.941903,-81.929526,both
356,Point,356,Upstate,Spartanburg,Public,T. E. Mabry Middle,Inman,'7-8,415,0.81,spartanburg,t. e. mabry middle,"190 LINCOLN SCHOOL RD, SPARTANBURG, SC 29301",34.945164,-82.015191,left_only
357,Point,357,Upstate,Spartanburg,Public,GREEN Charter School Spartanburg,Spartanburg,'K5-8th,415,0.865,spartanburg,green charter school spartanburg,"8150 Warren H. Abernathy Highway, Spartanburg, SC 29301",34.936279,-82.006018,both
358,Point,358,Upstate,Spartanburg,Public,Pacolet Elementary,Pacolet,'3k-5th,429,0.951,spartanburg,pacolet elementary,"150 McDowell Street, Pacolet, SC 29372",34.903983,-81.767447,both
359,Point,359,Upstate,Spartanburg,Public,O. P. Earle Elementary,Landrum,'5K-5,448,0.866,spartanburg,o. p. earle elementary,"100 Redland Road, Landrum, SC 29356",35.176817,-82.175469,both
360,Point,360,Upstate,Spartanburg,Public,Inman Elementary,Inman,'4k - 3rd,456,0.789,spartanburg,inman elementary,"25 Oakland Avenue, Inman, SC 29349",35.047788,-82.096537,both
361,Point,361,Upstate,Spartanburg,Public,E. P. Todd School,Spartanburg,'3K - 5th,462,0.877,spartanburg,e. p. todd school,"150 Old Canaan Road, Spartanburg, SC 29302",34.911463,-81.903038,both
362,Point,362,Upstate,Spartanburg,Public,Holly Springs-Motlow Elementary,Campobello,'K4-6th grade,482,0.797,spartanburg,holly springs-motlow elementary,"325 Motlow School Road, Campobello, SC 29322",35.051296,-82.189227,both
363,Point,363,Upstate,Spartanburg,Private,Spartanburg Day School,Spartanburg,'2k-12,484,0.948,spartanburg,spartanburg day school,"1701 SKYLYN DR, SPARTANBURG, SC 29307",34.97629,-81.892121,both
364,Point,364,Upstate,Spartanburg,Public,Pauline-Glenn Springs Elementary,Pauline,'4k-5th,498,0.934,spartanburg,pauline-glenn springs elementary,"2957 Highway 56, Pauline, SC 29374",34.832061,-81.870119,both
365,Point,365,Upstate,Spartanburg,Public,The Cleveland Academy of Leadership,Spartanburg,'3k-5th grade,498,0.916,spartanburg,the cleveland academy of leadership,"151 Franklin Street, Spartanburg, SC 29303",34.958494,-81.948963,both
366,Point,366,Upstate,Spartanburg,Public,Florence Chapel Middle,Duncan,'6-8,502,0.904,spartanburg,florence chapel middle,"290 Shoals Road, Duncan, SC 29334",34.898384,-82.072494,both
367,Point,367,Upstate,Spartanburg,Public,Jesse Boyd Elementary,Spartanburg,'k4-5,507,0.909,spartanburg,jesse boyd elementary,"1505 Fernwood Glendale Road, Spartanburg, SC 29307",34.957577,-81.877665,both
368,Point,368,Upstate,Spartanburg,Public,Berry Shoals Elementary,Duncan,'-2 through 5th g,509,0.933,spartanburg,berry shoals elementary,"300 Shoals Rd, Duncan, SC 29334",34.899507,-82.073351,left_only
369,Point,369,Upstate,Spartanburg,Public,Tyger River Elementary,Duncan,'K4-5th Grade,510,0.892,spartanburg,tyger river elementary,"12653 E Wade Hampton Blvd, Duncan, SC 29334",34.954044,-82.15072,left_only
370,Point,370,Upstate,Spartanburg,Public,Carlisle-Foster's Grove Elementary,Chesnee,'3k-5th,513,0.75,spartanburg,carlisle-foster's grove elementary,"625 Foster's Grove Road, Chesnee, SC 29323",35.060573,-81.907801,both
371,Point,371,Upstate,Spartanburg,Public,Landrum High,Campobello,'9-12,516,0.936,spartanburg,landrum high,"18818 Asheville Highway, Campobello, SC 29322",35.139683,-82.164593,both
372,Point,372,Upstate,Spartanburg,Public,D. R. Hill Middle,Lyman,'6-8,533,0.88,spartanburg,d. r. hill middle,"1303 Holly Springs Road, Lyman, SC 29365",34.978168,-82.165207,both
373,Point,373,Upstate,Spartanburg,Public,Mountain View Preparatory,Spartanburg,'7-12,554,0.854,spartanburg,mountain view preparatory,"895 Springfield Rd, Spartanburg, SC 29303",35.000583,-82.007749,left_only
374,Point,374,Upstate,Spartanburg,Public,Clifdale Middle,Spartanburg,'6-8,561,0.973,spartanburg,clifdale middle,"451 Heritage Hill Road, Spartanburg, SC 29307",34.977843,-81.836591,both
375,Point,375,Upstate,Spartanburg,Public,Chesnee Middle,Chesnee,'6-8,585,0.921,spartanburg,chesnee middle,"805 South Alabama Avenue, Chesnee, SC 29323",35.133335,-81.859205,both
376,Point,376,Upstate,Spartanburg,Public,Duncan Elementary School of the Arts,Duncan,'3k-5th,587,0.913,spartanburg,duncan elementary school of the arts,"100 South Danzler Road, Duncan, SC 29334",34.930365,-82.128115,both
377,Point,377,Upstate,Spartanburg,Public,Wellford Academy of Science and Technology,Wellford,'K4-5th,592,0.851,spartanburg,wellford academy of science and technology,"864 Syphrit Road, Wellford, SC 29385",34.95072,-82.093326,both
378,Point,378,Upstate,Spartanburg,Private,Spartanburg Christian Academy,Spartanburg,'3k-12th,605,0.825,spartanburg,spartanburg christian academy,"8740 Asheville Hwy, Spartanburg, SC 29316",35.004178,-82.008042,left_only
379,Point,379,Upstate,Spartanburg,Public,Global Academy of SC,Spartanburg,'5K-8,607,0.213,spartanburg,global academy of sc,"9768 Warren H. Abernathy Hwy, Spartanburg, SC 29301",34.940625,-82.062445,both
380,Point,380,Upstate,Spartanburg,Public,Chesnee Elementary,Chesnee,'k3-5,607,0.929,spartanburg,chesnee elementary,"985 Fairfield Road, Chesnee, SC 29323",35.146024,-81.876304,both
381,Point,381,Upstate,Spartanburg,Public,Pine St. Elementary,Spartanburg,'4K-5th Grade,620,0.948,spartanburg,pine st. elementary,"500 South Pine Street, Spartanburg, SC 29302",34.944126,-81.910715,both
382,Point,382,Upstate,Spartanburg,Public,Woodruff Primary,Woodruff,'3k-2nd,627,0.906,spartanburg,woodruff primary,"200 Lucy P. Edwards Road, Woodruff, SC 29388",34.730735,-82.01197,both
383,Point,383,Upstate,Spartanburg,Public,Anderson Mill Elementary,Moore,'4K-5th,633,0.929,spartanburg,anderson mill elementary,"1845 Old Anderson Mill Road, Moore, SC 29369",34.883493,-82.003639,both
384,Point,384,Upstate,Spartanburg,Public,Carver Middle,Spartanburg,'6-8,640,0.95,spartanburg,carver middle,"467 South Church Street, Spartanburg, SC 29306",34.93726,-81.927208,both
385,Point,385,Upstate,Spartanburg,Public,Reidville Elementary,Reidville,'4K-5,645,0.878,spartanburg,reidville elementary,"520 Main Street, Reidville, SC 29375",34.860402,-82.107268,both
386,Point,386,Upstate,Spartanburg,Public,Beech Springs Middle,Duncan,'6-8,645,0.909,spartanburg,beech springs middle,"200 S Danzler Rd, Duncan, SC 29334",34.925581,-82.129779,left_only
387,Point,387,Upstate,Spartanburg,Public,West View Elementary,Spartanburg,'5k - 5th grade,649,0.932,spartanburg,west view elementary,"400 Oak Grove Road, Spartanburg, SC 29301",34.925846,-82.002909,both
388,Point,388,Upstate,Spartanburg,Public,Woodruff Elementary,Woodruff,'3-5,651,0.975,spartanburg,woodruff elementary,"915 Cross Anchor Road, Woodruff, SC 29388",34.730956,-82.014675,both
389,Point,389,Upstate,Spartanburg,Public,Oakland Elementary,Inman,'K4-5th,653,0.83,spartanburg,oakland elementary,"151 Mud Creek Road, Inman, SC 29349",35.068359,-82.006427,both
390,Point,390,Upstate,Spartanburg,Public,James H. Hendrix Elementary,Boiling Springs,'K4-5,661,0.868,spartanburg,james h. hendrix elementary,"1084 Springfield Road, Boiling Springs, SC 29316",35.00415,-82.005135,both
391,Point,391,Upstate,Spartanburg,Public,Lyman Elementary,Lyman,'3K-5th,693,0.886,spartanburg,lyman elementary,"1221 Holly Springs Road, Lyman, SC 29365",34.97633,-82.163171,both
392,Point,392,Upstate,Spartanburg,Public,Woodruff Middle,Woodruff,'6-8,699,0.95,spartanburg,woodruff middle,"205 S. J. Workman Highway, Woodruff, SC 29388",34.73593,-82.016742,both
393,Point,393,Upstate,Spartanburg,Public,Abner Creek Middle,Greer,'6-8,713,0.892,spartanburg,abner creek middle,"221 State Rd S-42-618, Greer, SC 29651",34.867661,-82.16625,left_only
394,Point,394,Upstate,Spartanburg,Public,Chesnee High,Chesnee,'9-12,715,0.951,spartanburg,chesnee high,"795 South Alabama Avenue, Chesnee, SC 29323",35.132902,-81.861634,both
395,Point,395,Upstate,Spartanburg,Public,River Ridge Elementary,Moore,'-2 through 5th G,764,0.894,spartanburg,river ridge elementary,"5960 Reidville Road, Moore, SC 29369",34.88462,-82.070932,both
396,Point,396,Upstate,Spartanburg,Public,R. P. Dawkins Middle,Moore,'6-8,764,0.931,spartanburg,r. p. dawkins middle,"1300 East Blackstock Road, Moore, SC 29369",34.901902,-81.975998,both
397,Point,397,Upstate,Spartanburg,Public,L. E. Gable Middle,Roebuck,'6-8,779,0.942,spartanburg,l. e. gable middle,"198 Ott Shoals Road, Roebuck, SC 29376",34.855912,-81.946007,both
398,Point,398,Upstate,Spartanburg,Public,Abner Creek Academy,Duncan,'K5-5th,784,0.879,spartanburg,abner creek academy,"2050 Abner Creek Road, Duncan, SC 29334",34.869583,-82.163731,both
399,Point,399,Upstate,Spartanburg,Public,Drayton Mills Elementary,Spartanburg,'4k-5th grade,787,0.939,spartanburg,drayton mills elementary,"1500 Skylyn Drive, Spartanburg, SC 29307",34.972378,-81.900147,both
400,Point,400,Upstate,Spartanburg,Public,Campobello-Gramling School,Campobello,'K5-8,797,0.802,spartanburg,campobello-gramling school,"250 Fagan Avenue, Campobello, SC 29322",35.101735,-82.145663,both
401,Point,401,Upstate,Spartanburg,Public,Shoally Creek Elementary,Boiling Springs,'4K-5th Grade,807,0.86,spartanburg,shoally creek elementary,"3777 Paris Bridge Road, Boiling Springs, SC 29316",35.028486,-81.953397,both
402,Point,402,Upstate,Spartanburg,Public,Libertas Academy - Boiling Springs,Boiling Springs,'4k-8th,822,0.743,spartanburg,libertas academy - boiling springs,"300 Rainbow Lake Rd, Boiling Springs, SC 29316",35.056858,-81.982747,left_only
403,Point,403,Upstate,Spartanburg,Public,Fairforest Elementary,Spartanburg,'4K-5,839,0.825,spartanburg,fairforest elementary,"1005 Mount Zion Road, Spartanburg, SC 29303",34.981769,-82.061449,both
404,Point,404,Upstate,Spartanburg,Public,Boiling Springs Elementary,Boiling Springs,'K4-5th,852,0.804,spartanburg,boiling springs elementary,"700 Double Bridge Road, Boiling Springs, SC 29316",35.038351,-81.984329,both
405,Point,405,Upstate,Spartanburg,Public,Woodruff High,Woodruff,'9-12,852,0.973,spartanburg,woodruff high,"710 Cross Anchor Highway, Woodruff, SC 29388",34.73214,-82.022624,both
406,Point,406,Upstate,Spartanburg,Public,Roebuck Elementary,Roebuck,'4K-5th Grade,873,0.837,spartanburg,roebuck elementary,"2401 East Blackstock Road, Roebuck, SC 29376",34.875432,-81.959891,both
407,Point,407,Upstate,Spartanburg,Public,Broome High,Spartanburg,'9-12,875,0.967,spartanburg,broome high,"381 Cherry Hill Road, Spartanburg, SC 29307",34.986479,-81.844197,both
408,Point,408,Upstate,Spartanburg,Public,James Byrnes Freshman Academy,Duncan,'1-9,880,0.901,spartanburg,james byrnes freshman academy,"100 Rowe Street, Duncan, SC 29334",34.928479,-82.129654,both
409,Point,409,Upstate,Spartanburg,Public,Sugar Ridge Elementary,Boiling Springs,'4K-5th,890,0.775,spartanburg,sugar ridge elementary,"2055 Hanging Rock Road, Boiling Springs, SC 29316",35.050274,-82.016375,both
410,Point,410,Upstate,Spartanburg,Public,Dorman Freshman Campus,Roebuck,'1-9,906,0.935,spartanburg,dorman freshman campus,"Freshman Campus, 1225 Cavalier Way, Roebuck, SC 29376",34.857042,-81.974787,left_only
411,Point,411,Upstate,Spartanburg,Public,McCracken Middle,Spartanburg,'6-8,957,0.962,spartanburg,mccracken middle,"300 Webber Road, Spartanburg, SC 29307",34.976774,-81.870289,both
412,Point,412,Upstate,Spartanburg,Public,Rainbow Lake Middle,Chesnee,'6-8,998,0.822,spartanburg,rainbow lake middle,"1951 Riveroak Road, Chesnee, SC 29323",35.102077,-81.98061,both
413,Point,413,Upstate,Spartanburg,Public,Chapman High,Inman,'7-12,1012,0.873,spartanburg,chapman high,"1420 Compton Bridge Road, Inman, SC 29349",35.062634,-82.100305,both
414,Point,414,Upstate,Spartanburg,Public,Boiling Springs Middle,Inman,'6-8,1114,0.75,spartanburg,boiling springs middle,"4801 Highway 9, Inman, SC 29349",35.065104,-82.007035,both
415,Point,415,Upstate,Spartanburg,Public,High Point Academy,Spartanburg,'K-12,1297,0.87,spartanburg,high point academy,"6655 Pottery Road, Spartanburg, SC 29303",34.98507,-82.022591,both
